Sr. No. ,Country ,State ,District ,City/Village/Area,Pincode
22121,India,Assam,Jorhat,Nagajanka,785634
22122,India,Assam,Jorhat,Naginijan,785635
22123,India,Assam,Jorhat,Nahatia,785108
22124,India,Assam,Jorhat,Nakachari,785635
22125,India,Assam,Jorhat,Namchungi,785616
22126,India,Assam,Jorhat,Namdeori,785108
22127,India,Assam,Jorhat,Namrupia,785634
22128,India,Assam,Jorhat,Namsisu,785636
22129,India,Assam,Jorhat,Neamatighat,785111
22130,India,Assam,Jorhat,New Bessamora,785110
22131,India,Assam,Jorhat,Ongc Jorhat,785704
22132,India,Assam,Jorhat,Ouguri Missing,785112
22133,India,Assam,Jorhat,Paanjaan Borholla,785631
22134,India,Assam,Jorhat,Parbatia,785006
22135,India,Assam,Jorhat,Phulanibari,785104
22136,India,Assam,Jorhat,Phutuki Chapori,785104
22137,India,Assam,Jorhat,Pirakota,785107
22138,India,Assam,Jorhat,Pokamura,785004
22139,India,Assam,Jorhat,Potiagaon,785106
22140,India,Assam,Jorhat,Potiagaon,785101
22141,India,Assam,Jorhat,Pub-charigaon,785010
22142,India,Assam,Jorhat,Pulibor,785006
22143,India,Assam,Jorhat,Pulikaitoni,785631
22144,India,Assam,Jorhat,Purana Titabor,785632
22145,India,Assam,Jorhat,Purani Gohaingaon,785111
22146,India,Assam,Jorhat,Raidangjuri,785631
22147,India,Assam,Jorhat,Rajabahar,785631
22148,India,Assam,Jorhat,Rajabari,785631
22149,India,Assam,Jorhat,Rajabari,785014
22150,India,Assam,Jorhat,Rajoi,785107
22151,India,Assam,Jorhat,Rangachahi Nikinikhowa,785104
22152,India,Assam,Jorhat,Ratanpur,785110
22153,India,Assam,Jorhat,Ratanpur Mirigaon,785105
22154,India,Assam,Jorhat,Rongachahi,785104
22155,India,Assam,Jorhat,Rongajan,785630
22156,India,Assam,Jorhat,Rongdoi Chariali,785101
22157,India,Assam,Jorhat,Salmora,785110
22158,India,Assam,Jorhat,Satriagaon,785616
22159,India,Assam,Jorhat,Seleng Lawjan,785636
22160,India,Assam,Jorhat,Selenghat,785636
22161,India,Assam,Jorhat,Sodial Kochari Gaon,785630
22162,India,Assam,Jorhat,Sonowal Kachari,785110
22163,India,Assam,Jorhat,Sotai,785010
22164,India,Assam,Jorhat,Sri Ram Bonomali,785105
22165,India,Assam,Jorhat,Sundarpur,785107
22166,India,Assam,Jorhat,Sycotta,785633
22167,India,Assam,Jorhat,Taburam Lahon,785104
22168,India,Assam,Jorhat,Takaruchuk,785108
22169,India,Assam,Jorhat,Tarajan,785001
22170,India,Assam,Jorhat,Tekelabari,785616
22171,India,Assam,Jorhat,Teok Rajabari,785112
22172,India,Assam,Jorhat,Teok,785112
22173,India,Assam,Jorhat,Tilikiaam,785006
22174,India,Assam,Jorhat,Tipomia,785630
22175,India,Assam,Jorhat,Titabor Mohimabari,785630
22176,India,Assam,Jorhat,Titabor,785630
22177,India,Assam,Jorhat,Titabor Tiniali,785630
22178,India,Assam,Jorhat,Totoya,785106
22179,India,Assam,Jorhat,Ujani Rajabari,785635
22180,India,Assam,Jorhat,Ujanitarani,785631
22181,India,Assam,Jorhat,Urongial,785631
22182,India,Assam,Jorhat,Uttar Dulia,785112
22183,India,Assam,Nagaon,Aibheti,782002
22184,India,Assam,Nagaon,Akorabori,782123
22185,India,Assam,Nagaon,Alitangani,782124
22186,India,Assam,Nagaon,Ambagan,782120
22187,India,Assam,Nagaon,Ambari,782445
22188,India,Assam,Nagaon,Amguri,782136
22189,India,Assam,Nagaon,Amlakhi,782122
22190,India,Assam,Nagaon,Amolapatty,782003
22191,India,Assam,Nagaon,Amoni,782138
22192,India,Assam,Nagaon,Amsoi Bazar,782425
22193,India,Assam,Nagaon,Amtola,782435
22194,India,Assam,Nagaon,Anneria,782446
22195,India,Assam,Nagaon,Azarbari Krishna Nagar,782442
22196,India,Assam,Nagaon,Bagamukh,782120
22197,India,Assam,Nagaon,Bagari,782136
22198,India,Assam,Nagaon,Bagariguri,782103
22199,India,Assam,Nagaon,Bajbatamari,782425
22200,India,Assam,Nagaon,Bajiagaon,782140
22201,India,Assam,Nagaon,Baligaon,782144
22202,India,Assam,Nagaon,Balikatia,782122
22203,India,Assam,Nagaon,Balisatra,782122
22204,India,Assam,Nagaon,Bamuni,782102
22205,India,Assam,Nagaon,Bamunijan,782425
22206,India,Assam,Nagaon,Barangatoli,782141
22207,India,Assam,Nagaon,Barangatoli Bazar,782445
22208,India,Assam,Nagaon,Barapatia,782428
22209,India,Assam,Nagaon,Barapujia,782103
22210,India,Assam,Nagaon,Barbhagia,782138
22211,India,Assam,Nagaon,Barchila,782142
22212,India,Assam,Nagaon,Barghat,782125
22213,India,Assam,Nagaon,Barhampur,782102
22214,India,Assam,Nagaon,Barhawar,782439
22215,India,Assam,Nagaon,Barmanipur,782142
22216,India,Assam,Nagaon,Barpanigaon,782141
22217,India,Assam,Nagaon,Batadraba,782122
22218,India,Assam,Nagaon,Batamari,782122
22219,India,Assam,Nagaon,Bebejia,782142
22220,India,Assam,Nagaon,Bechamari,782123
22221,India,Assam,Nagaon,Beltola,782425
22222,India,Assam,Nagaon,Bengenaati,782137
22223,India,Assam,Nagaon,Bhalukmari,782442
22224,India,Assam,Nagaon,Bharidhua,782120
22225,India,Assam,Nagaon,Bheleoguri,782140
22226,India,Assam,Nagaon,Bhomoraguri,782143
22227,India,Assam,Nagaon,Bhomoraguri,782103
22228,India,Assam,Nagaon,Bhuragaon,782121
22229,India,Assam,Nagaon,Biharigaon,782101
22230,India,Assam,Nagaon,Bihlangani,782002
22231,India,Assam,Nagaon,Biorbheti Dhing,782123
22232,India,Assam,Nagaon,Borbheti,782122
22233,India,Assam,Nagaon,Borboha,782442
22234,India,Assam,Nagaon,Borghuli,782143
22235,India,Assam,Nagaon,Borghuli Sapmar,782120
22236,India,Assam,Nagaon,Borkola,782144
22237,India,Assam,Nagaon,Burapahar,782136
22238,India,Assam,Nagaon,Burhachaparigao,782120
22239,India,Assam,Nagaon,Chakalaghat,782142
22240,India,Assam,Nagaon,Chakitop,782140
22241,India,Assam,Nagaon,Chalapathar,782122
22242,India,Assam,Nagaon,Chalchali,782141
22243,India,Assam,Nagaon,Chamuagaon,782123
22244,India,Assam,Nagaon,Changmaji,782440
22245,India,Assam,Nagaon,Chapanalla,782135
22246,India,Assam,Nagaon,Chaparmukh,782425
22247,India,Assam,Nagaon,Charing,782439
22248,India,Assam,Nagaon,Chatabar,782103
22249,India,Assam,Nagaon,Chillangani,782002
22250,India,Assam,Nagaon,Chitalmari Beel,782124
22251,India,Assam,Nagaon,Chottahaibor,782003
22252,India,Assam,Nagaon,Choudhury Bazar,782439
22253,India,Assam,Nagaon,Daboka,782440
22254,India,Assam,Nagaon,Dagaon,782124
22255,India,Assam,Nagaon,Dakarghat,782003
22256,India,Assam,Nagaon,Dakhin Beloguri,782120
22257,India,Assam,Nagaon,Dakhin Sangchaki,782426
22258,India,Assam,Nagaon,Debasthan Bazar,782481
22259,India,Assam,Nagaon,Debnarikoli,782426
22260,India,Assam,Nagaon,Derapathar,782446
22261,India,Assam,Nagaon,Dhaniabheti,782122
22262,India,Assam,Nagaon,Dhing Bazar,782123
22263,India,Assam,Nagaon,Dhing,782123
22264,India,Assam,Nagaon,Dhupaguri,782123
22265,India,Assam,Nagaon,Dighaldori,782103
22266,India,Assam,Nagaon,Dighali,782125
22267,India,Assam,Nagaon,Dighaliati,782103
22268,India,Assam,Nagaon,Dighaljar,782439
22269,India,Assam,Nagaon,Dimaruguri,782003
22270,India,Assam,Nagaon,Dimrupar,782435
22271,India,Assam,Nagaon,Disrigaya Satra,785602
22272,India,Assam,Nagaon,Dumaihagi Dapara,782428
22273,India,Assam,Nagaon,Fakali Pathar,782124
22274,India,Assam,Nagaon,Fulaguri,782103
22275,India,Assam,Nagaon,Fultoli Bazar,782446
22276,India,Assam,Nagaon,Gakhajua,782142
22277,India,Assam,Nagaon,Garajan Bazar,782128
22278,India,Assam,Nagaon,Garukhunda,782428
22279,India,Assam,Nagaon,Gaspara,782425
22280,India,Assam,Nagaon,Gatonga,782125
22281,India,Assam,Nagaon,Gerjaipam,782426
22282,India,Assam,Nagaon,Geruaati Bazar,782140
22283,India,Assam,Nagaon,Ghahibhatikuri B.O,782460
22284,India,Assam,Nagaon,Ghehua Chalchali,782128
22285,India,Assam,Nagaon,Ghilani,782426
22286,India,Assam,Nagaon,Golaghatiabasti,782435
22287,India,Assam,Nagaon,Gopalnagar,782435
22288,India,Assam,Nagaon,Gosaibori,782142
22289,India,Assam,Nagaon,Gosaigaon,782446
22290,India,Assam,Nagaon,Haiborgaon,782002
22291,India,Assam,Nagaon,Halowagaon,782141
22292,India,Assam,Nagaon,Hariamukh,782103
22293,India,Assam,Nagaon,Hatbor,782136
22294,India,Assam,Nagaon,Hatichung,782142
22295,India,Assam,Nagaon,Hatipara,782003
22296,India,Assam,Nagaon,Hatipukhuri,782125
22297,India,Assam,Nagaon,Hatizuzua,782122
22298,India,Assam,Nagaon,Hatlaokhowa,782120
22299,India,Assam,Nagaon,Hawaipur,782446
22300,India,Assam,Nagaon,Herapatty,782002
22301,India,Assam,Nagaon,Hindu Block,782440
22302,India,Assam,Nagaon,Hoj R.S.,782435
22303,India,Assam,Nagaon,Hojai Bazar,782435
22304,India,Assam,Nagaon,Hojai,782435
22305,India,Assam,Nagaon,Huzrangagarah,782002
22306,India,Assam,Nagaon,Itachali,782003
22307,India,Assam,Nagaon,Jajori,782142
22308,India,Assam,Nagaon,Jakhalabandha,782136
22309,India,Assam,Nagaon,Jamuguri,782142
22310,India,Assam,Nagaon,Jamunamukh,782428
22311,India,Assam,Nagaon,Jengani,782122
22312,India,Assam,Nagaon,Jogijan Bazar,782429
22313,India,Assam,Nagaon,Joynagar Madrassa,782445
22314,India,Assam,Nagaon,Jumurmur,782427
22315,India,Assam,Nagaon,Jungl Block,782428
22316,India,Assam,Nagaon,Jurapukhuri,782442
22317,India,Assam,Nagaon,Juria,782124
22318,India,Assam,Nagaon,Jurirpar,782426
22319,India,Assam,Nagaon,Kachamari Boragaon,782002
22320,India,Assam,Nagaon,Kachua,782426
22321,India,Assam,Nagaon,Kadomoni,782122
22322,India,Assam,Nagaon,Kakatigaon,782425
22323,India,Assam,Nagaon,Kakhorigaon,782141
22324,India,Assam,Nagaon,Kaki,782446
22325,India,Assam,Nagaon,Kaki Chalchali,782442
22326,India,Assam,Nagaon,Kaliadinga,782128
22327,India,Assam,Nagaon,Kalongpar Halowagaon,782141
22328,India,Assam,Nagaon,Kampur,782426
22329,India,Assam,Nagaon,Kanchanpur,782125
22330,India,Assam,Nagaon,Kandali,782102
22331,India,Assam,Nagaon,Kandhulimari,782123
22332,India,Assam,Nagaon,Kapashbari,782445
22333,India,Assam,Nagaon,Karayani,782439
22334,India,Assam,Nagaon,Kashari,782124
22335,India,Assam,Nagaon,Kathalguri,782135
22336,India,Assam,Nagaon,Kathiatoli,782427
22337,India,Assam,Nagaon,Kathpara Bazar,782120
22338,India,Assam,Nagaon,Kathterongaon,782136
22339,India,Assam,Nagaon,Kawaimari,782140
22340,India,Assam,Nagaon,Khaigarh,782103
22341,India,Assam,Nagaon,Kharikhana,782446
22342,India,Assam,Nagaon,Khutikatia,782002
22343,India,Assam,Nagaon,Komorakata,782435
22344,India,Assam,Nagaon,Koroiguri,782440
22345,India,Assam,Nagaon,Kumargaon,782125
22346,India,Assam,Nagaon,Kurhimari,782143
22347,India,Assam,Nagaon,Kuthori,782136
22348,India,Assam,Nagaon,Kuworitul,782137
22349,India,Assam,Nagaon,Lachit Pathar,782446
22350,India,Assam,Nagaon,Lailuri,782120
22351,India,Assam,Nagaon,Lalunggaon,782122
22352,India,Assam,Nagaon,Lamsakhang,782446
22353,India,Assam,Nagaon,Lanka,782446
22354,India,Assam,Nagaon,Lankeswarigrant,782446
22355,India,Assam,Nagaon,Laopani,782425
22356,India,Assam,Nagaon,Laskarpathar,782446
22357,India,Assam,Nagaon,Leteripar Bazar,782124
22358,India,Assam,Nagaon,Lumding Bazar,782447
22359,India,Assam,Nagaon,Lumding,782447
22360,India,Assam,Nagaon,Madhupur,782003
22361,India,Assam,Nagaon,Magurmari,782140
22362,India,Assam,Nagaon,Mainapur Bazar,782446
22363,India,Assam,Nagaon,Majarati,782002
22364,India,Assam,Nagaon,Majgaon,782142
22365,India,Assam,Nagaon,Majpathori,782003
22366,India,Assam,Nagaon,Marangialgaon,782141
22367,India,Assam,Nagaon,Missa,782138
22368,India,Assam,Nagaon,Mithapukhuripar,782124
22369,India,Assam,Nagaon,Modertoli,782440
22370,India,Assam,Nagaon,Mohkhuli,782003
22371,India,Assam,Nagaon,Molankata,782103
22372,India,Assam,Nagaon,Mowamari,782140
22373,India,Assam,Nagaon,Murazar Bazar,782439
22374,India,Assam,Nagaon,Nagaon Girls College,782001
22375,India,Assam,Nagaon,Nagaon,782001
22376,India,Assam,Nagaon,Nagaon Padel,782003
22377,India,Assam,Nagaon,Nakhuti Bazar,782446
22378,India,Assam,Nagaon,Nandapur Chariali,782435
22379,India,Assam,Nagaon,Nibukali,782102
22380,India,Assam,Nagaon,Nilbagan,782445
22381,India,Assam,Nagaon,Niz-dhing,782123
22382,India,Assam,Nagaon,Niz-narikoli,782426
22383,India,Assam,Nagaon,Nonoi,782101
22384,India,Assam,Nagaon,Oper Uzaragaon,782101
22385,India,Assam,Nagaon,Padumoni,782140
22386,India,Assam,Nagaon,Padumpukhuri,782435
22387,India,Assam,Nagaon,Palasani,782003
22388,India,Assam,Nagaon,Parkup Pahar,782135
22389,India,Assam,Nagaon,Pathori,782003
22390,India,Assam,Nagaon,Patiachapari,782122
22391,India,Assam,Nagaon,Patiapam,782426
22392,India,Assam,Nagaon,Pipal Pukhuri,782446
22393,India,Assam,Nagaon,Potani Gomothagaon,782102
22394,India,Assam,Nagaon,Pub Amarakanda,782125
22395,India,Assam,Nagaon,Pub Baralimari,782124
22396,India,Assam,Nagaon,Pub Futaljar,782128
22397,India,Assam,Nagaon,Pub Lumding Bazar,782447
22398,India,Assam,Nagaon,Pubguimari,782425
22399,India,Assam,Nagaon,Pubsalpara,782125
22400,India,Assam,Nagaon,Pubthoria,782137
22401,India,Assam,Nagaon,Purana Kaki,782442
22402,India,Assam,Nagaon,Puranigudam,782141
22403,India,Assam,Nagaon,Puthikhaiti,782125
22404,India,Assam,Nagaon,Puthimari Bazar,782426
22405,India,Assam,Nagaon,Radhanagar,782429
22406,India,Assam,Nagaon,Raha,782103
22407,India,Assam,Nagaon,Rahagaon,782103
22408,India,Assam,Nagaon,Rangagarah,782140
22409,India,Assam,Nagaon,Rantholi,782101
22410,India,Assam,Nagaon,Rengbeng,782427
22411,India,Assam,Nagaon,Rowmari,782125
22412,India,Assam,Nagaon,Rowmari Bill,782123
22413,India,Assam,Nagaon,Rupahi,782125
22414,India,Assam,Nagaon,Saidoria,782125
22415,India,Assam,Nagaon,Salana,782139
22416,India,Assam,Nagaon,Salmora,782425
22417,India,Assam,Nagaon,Samaguri,782140
22418,India,Assam,Nagaon,Samarail,782439
22419,India,Assam,Nagaon,Sambari Dagaon,782446
22420,India,Assam,Nagaon,Sankarpur,782446
22421,India,Assam,Nagaon,Saragaon,782103
22422,India,Assam,Nagaon,Sarishabari,782139
22423,India,Assam,Nagaon,Satlanga,782426
22424,India,Assam,Nagaon,Seconee Borhola,782136
22425,India,Assam,Nagaon,Senchowa,782002
22426,India,Assam,Nagaon,Sibasthan,782140
22427,India,Assam,Nagaon,Sibpur,782429
22428,India,Assam,Nagaon,Silghat,782143
22429,India,Assam,Nagaon,Siliguri,782435
22430,India,Assam,Nagaon,Silpukhuri,782123
22431,India,Assam,Nagaon,Simaluguri,782426
22432,India,Assam,Nagaon,Singari Madrassa,782124
22433,India,Assam,Nagaon,Singaribasti,782435
22434,India,Assam,Nagaon,Singia,782140
22435,India,Assam,Nagaon,Singimari,782125
22436,India,Assam,Nagaon,Solmari,782002
22437,India,Assam,Nagaon,Sologuri,782123
22438,India,Assam,Nagaon,Sonarigaon,782143
22439,India,Assam,Nagaon,Sonarigaon,782123
22440,India,Assam,Nagaon,Sutirpar,782124
22441,India,Assam,Nagaon,Tarabari,782125
22442,India,Assam,Nagaon,Teliabebejia,782124
22443,India,Assam,Nagaon,Teliachapari,782125
22444,India,Assam,Nagaon,Teliagaon,782141
22445,India,Assam,Nagaon,Telibasti,782435
22446,India,Assam,Nagaon,Teralangso,782446
22447,India,Assam,Nagaon,Tetelisara,782426
22448,India,Assam,Nagaon,Thaisupar,782446
22449,India,Assam,Nagaon,Tiniali Bazar,782446
22450,India,Assam,Nagaon,Tinsukia Juria,782124
22451,India,Assam,Nagaon,Tuktuki,782123
22452,India,Assam,Nagaon,Tulashimukh,782101
22453,India,Assam,Nagaon,Udalani Bazar,782446
22454,India,Assam,Nagaon,Udmari,782140
22455,India,Assam,Nagaon,Ulukunchi,782410
22456,India,Assam,Nagaon,Uriagaon,782003
22457,India,Assam,Nagaon,Uttar Garanjan,782128
22458,India,Assam,Nagaon,Uttar Khatowal,782128
22459,India,Assam,Nagaon,Uttar Petboha B.O,782460
22460,India,Assam,Lakhimpur,2 No Bokanala,787032
22461,India,Assam,Lakhimpur,Adi Alengi Satra,787054
22462,India,Assam,Lakhimpur,Ahomoni,787052
22463,India,Assam,Lakhimpur,Amtola Jaintpur,787052
22464,India,Assam,Lakhimpur,Angerkhowa,787031
22465,India,Assam,Lakhimpur,Arimora Tiniali,784165
22466,India,Assam,Lakhimpur,Azad,787031
22467,India,Assam,Lakhimpur,Badati,784161
22468,India,Assam,Lakhimpur,Badhakhara,787032
22469,India,Assam,Lakhimpur,Bahadurchuk,787031
22470,India,Assam,Lakhimpur,Bahgora Deurigaon,784161
22471,India,Assam,Lakhimpur,Bahpara,787055
22472,India,Assam,Lakhimpur,Barbali,784163
22473,India,Assam,Lakhimpur,Barkhamukh,787055
22474,India,Assam,Lakhimpur,Batamari Tiniali,787053
22475,India,Assam,Lakhimpur,Begumgaon,787055
22476,India,Assam,Lakhimpur,Bhatowkuchi,784165
22477,India,Assam,Lakhimpur,Bhimpara Balijan,787032
22478,India,Assam,Lakhimpur,Bhogpur Chariali,787033
22479,India,Assam,Lakhimpur,Bholabari,787033
22480,India,Assam,Lakhimpur,Bihupuria,784161
22481,India,Assam,Lakhimpur,Bilmukh,787053
22482,India,Assam,Lakhimpur,Boginadi,787032
22483,India,Assam,Lakhimpur,Bogolijan,787031
22484,India,Assam,Lakhimpur,Bokulguri,787055
22485,India,Assam,Lakhimpur,Bongalchuk,787023
22486,India,Assam,Lakhimpur,Bonpuroi,784165
22487,India,Assam,Lakhimpur,Bor Alengi Satra,787054
22488,India,Assam,Lakhimpur,Bordeurigaon,784164
22489,India,Assam,Lakhimpur,Bordoibam,787053
22490,India,Assam,Lakhimpur,Borgaya Khagori,787031
22491,India,Assam,Lakhimpur,Borkhelia,787032
22492,India,Assam,Lakhimpur,Bormuriachuk,787031
22493,India,Assam,Lakhimpur,Borshala,787023
22494,India,Assam,Lakhimpur,Budhbazar,787031
22495,India,Assam,Lakhimpur,Chaboti,787051
22496,India,Assam,Lakhimpur,Charaimoria,787032
22497,India,Assam,Lakhimpur,Dafalakata,787052
22498,India,Assam,Lakhimpur,Daulatpur,787054
22499,India,Assam,Lakhimpur,Dejoo Te,787031
22500,India,Assam,Lakhimpur,Deotala,787033
22501,India,Assam,Lakhimpur,Deuliagaon,787053
22502,India,Assam,Lakhimpur,Dhakuakhana,787055
22503,India,Assam,Lakhimpur,Dhalpur,784165
22504,India,Assam,Lakhimpur,Dharmagarh Sevashram,784165
22505,India,Assam,Lakhimpur,Dharmapur,784160
22506,India,Assam,Lakhimpur,Dhenukhana,787053
22507,India,Assam,Lakhimpur,Dhunaguri,787054
22508,India,Assam,Lakhimpur,Dighalia Hiloidhari,787055
22509,India,Assam,Lakhimpur,Dikrong,784164
22510,India,Assam,Lakhimpur,Dirgha Majgaon,787032
22511,India,Assam,Lakhimpur,Dongibill,784161
22512,India,Assam,Lakhimpur,Doolahat,787023
22513,India,Assam,Lakhimpur,Duliapthar,784164
22514,India,Assam,Lakhimpur,Durpang,787033
22515,India,Assam,Lakhimpur,Echarikata Balijan,787052
22516,India,Assam,Lakhimpur,Fukhanarhat,787052
22517,India,Assam,Lakhimpur,Fulbari Bokanadi,787023
22518,India,Assam,Lakhimpur,Ga Dangar Chuk,787053
22519,India,Assam,Lakhimpur,Gabharu Tunijan,784160
22520,India,Assam,Lakhimpur,Garchiga,787052
22521,India,Assam,Lakhimpur,Gereki,787032
22522,India,Assam,Lakhimpur,Gerukamukh,787035
22523,India,Assam,Lakhimpur,Gharmora,787032
22524,India,Assam,Lakhimpur,Ghatapara,787053
22525,India,Assam,Lakhimpur,Ghilamara,787053
22526,India,Assam,Lakhimpur,Ghughuhadal,787053
22527,India,Assam,Lakhimpur,Ghunasuti,787032
22528,India,Assam,Lakhimpur,Gobindapur,787055
22529,India,Assam,Lakhimpur,Gogamukh,787034
22530,India,Assam,Lakhimpur,Goroimari,787032
22531,India,Assam,Lakhimpur,Gorumoria,787032
22532,India,Assam,Lakhimpur,Gosaibari,787033
22533,India,Assam,Lakhimpur,Hamarathan,784161
22534,India,Assam,Lakhimpur,Haribor Naharoni,784160
22535,India,Assam,Lakhimpur,Harmoti Merbil,784160
22536,India,Assam,Lakhimpur,Hatilung,787031
22537,India,Assam,Lakhimpur,Hindugaon,787032
22538,India,Assam,Lakhimpur,Islamgaon,787054
22539,India,Assam,Lakhimpur,Jalbhari,787055
22540,India,Assam,Lakhimpur,Japisajia,787031
22541,India,Assam,Lakhimpur,Japjup,784161
22542,India,Assam,Lakhimpur,Jorabari,784164
22543,India,Assam,Lakhimpur,Joriguri,784160
22544,India,Assam,Lakhimpur,Joyhing Te,787051
22545,India,Assam,Lakhimpur,Joysagar,787055
22546,India,Assam,Lakhimpur,Kachikota Mirideurigaon,784161
22547,India,Assam,Lakhimpur,Kachua,784165
22548,India,Assam,Lakhimpur,Kadam,787032
22549,India,Assam,Lakhimpur,Kakoi Rajgarh,787051
22550,India,Assam,Lakhimpur,Kalakhowa Adarsha Gaon,787023
22551,India,Assam,Lakhimpur,Kaligaon,787053
22552,India,Assam,Lakhimpur,Kamalpur,784164
22553,India,Assam,Lakhimpur,Kamalpur Chariali,784165
22554,India,Assam,Lakhimpur,Kambong Gaon,787052
22555,India,Assam,Lakhimpur,Kankan Chapori,787055
22556,India,Assam,Lakhimpur,Katri Chapori,787056
22557,India,Assam,Lakhimpur,Kekuri,787055
22558,India,Assam,Lakhimpur,Kekuri Pamuagaon,787055
22559,India,Assam,Lakhimpur,Kerekjuli,787033
22560,India,Assam,Lakhimpur,Khajuapatir,787055
22561,India,Assam,Lakhimpur,Khalihamari,787053
22562,India,Assam,Lakhimpur,Kharkati,787052
22563,India,Assam,Lakhimpur,Khelmati,787031
22564,India,Assam,Lakhimpur,Kherkatamukh,787055
22565,India,Assam,Lakhimpur,Khoga,787052
22566,India,Assam,Lakhimpur,Khonajan,787031
22567,India,Assam,Lakhimpur,Kinapathar,784164
22568,India,Assam,Lakhimpur,Konwargaon,787032
22569,India,Assam,Lakhimpur,Kowadonga,787031
22570,India,Assam,Lakhimpur,Kuhiarbari,787052
22571,India,Assam,Lakhimpur,Kuksabari,784165
22572,India,Assam,Lakhimpur,Kutubpur,787054
22573,India,Assam,Lakhimpur,Laholial,784161
22574,India,Assam,Lakhimpur,Lakhanabari,784160
22575,India,Assam,Lakhimpur,Laluk,784160
22576,India,Assam,Lakhimpur,Letekupukhuri,787033
22577,India,Assam,Lakhimpur,Likhakchapori,787054
22578,India,Assam,Lakhimpur,Lilabari A/F,787051
22579,India,Assam,Lakhimpur,Madhavpur,784164
22580,India,Assam,Lakhimpur,Madhupur,787033
22581,India,Assam,Lakhimpur,Mahaijan,787032
22582,India,Assam,Lakhimpur,Manikachuk,787055
22583,India,Assam,Lakhimpur,Medhisutigaon,787055
22584,India,Assam,Lakhimpur,Meramukh,784164
22585,India,Assam,Lakhimpur,Merbil,784160
22586,India,Assam,Lakhimpur,Moderguri,787055
22587,India,Assam,Lakhimpur,Mohemari,787055
22588,India,Assam,Lakhimpur,Moidumia,787032
22589,India,Assam,Lakhimpur,Moinapara,787034
